5408.2	19087.93733
5408.237	17803.15856
5408.274	17114.60888
5408.311	16343.37367
5408.348	15629.70543
5408.385	14618.97541
5408.422	13805.80416
5408.459	13440.71573
5408.496	13207.85885
5408.533	13209.7391
5408.57	13083.61883
5408.607	12807.49515
5408.644	12714.46749
5408.681	12639.34477
5408.718	12565.9552
5408.755	12118.90898
5408.792	11507.24879
5408.829	11668.28719
5408.866	11815.41579
5408.903	11834.85351
5408.94	12275.91943
5408.977	12162.56941
5409.014	11991.3086
5409.051	11690.5222
5409.088	11782.67515
5409.125	11494.36793
5409.162	11227.23061
5409.199	11313.3435
5409.236	11657.57578
5409.273	11539.7148
5409.31	11046.71709
5409.347	10947.56722
5409.384	10611.52501
5409.421	10397.31307
5409.458	10519.45129
5409.495	10321.10231
5409.532	10713.11039
5409.569	10396.49679
5409.606	9410.651838
5409.643	9271.898028
5409.68	8840.09696
5409.717	8306.160167
5409.754	7947.117486
5409.791	7102.9946
5409.828	6359.080669
5409.865	5949.346001
5409.902	5546.515174
5409.939	5181.946617
5409.976	4657.529514
5410.013	3905.506508
5410.05	3344.416291
5410.087	2910.250874
5410.124	2508.908626
5410.161	2123.651445
5410.198	1929.371426
5410.235	1618.972689
5410.272	1375.280658
5410.309	1177.332692
5410.346	1007.434067
5410.383	966.3414979
5410.42	929.4289832
5410.457	816.0733721
5410.494	711.3719747
5410.531	664.285068
5410.568	660.6386471
5410.605	613.0745698
5410.642	563.8245678
5410.679	612.6309119
5410.716	794.4648776
5410.753	887.3713945
5410.79	826.1438481
5410.827	714.6068509
5410.864	701.8417657
5410.901	645.0216757
5410.938	527.1634302
5410.975	423.733085
5411.012	403.955651
5411.049	483.2973979
5411.086	644.9201512
5411.123	757.9621067
5411.16	604.9424566
5411.197	412.2448838
5411.234	335.5204605
5411.271	365.3874321
5411.308	545.2079042
5411.345	697.9819102
5411.382	605.2140886
5411.419	586.1546208
5411.456	527.8797569
5411.493	588.2453253
5411.53	616.4435557
5411.567	539.9223561
5411.604	459.0296425
5411.641	464.8712525
5411.678	469.0699514
5411.715	361.2921461
